Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities_Passangers,Fatalities Crew,Ground,Summary,Year
2006-01-07,,"Near Tal Afar, Iraq",Military - US Army,,,UH-60L Black Hawk,91-26346,,12,NULL,NULL,12,0,NULL,0,Crashed in bad weather.,2006
2006-01-08,13:00,"Bukalaza, Uganda",Service Air,,Entebbe - Kinshasa,Antonov 12,9Q-CIH,4341803,6,0,6,6,0,6,0,The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane.,2006
2006-01-09,09:30,"Near Orumiyeh, Iran",Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Orumiyeh,Dassault Falcon 20,15-2233,318,11,8,3,11,8,3,0,"After a flyby to check on a stuck landing gear, the plane suffered a double engine flame-out and crashed into a field in poor weather conditions.",2006
2006-01-19,19:30,"Near Telkibanya, Hungary",Military - Slovak Air Force,,Pristina - Kosice,Antonov AN-24V,5605,97305605,43,35,8,42,34,8,0,"A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2,300 feet after taking the wrong flight path. The plane crashed about 18 miles from its destination of Kosice. Pilot error. The pilot chose to land without the help of the airport's radars, relying only on his own visual contact with the airport.",2006
2006-02-05,16:53,"Near Watertown, Wisconson",Air Cargo Carriers,,,Shorts 360-100 /Shorts 360-300,N3735W/N372AC,SH-3735/SH-3720,3,1,2,3,1,2,0,"The cargo plane was on a test flight. While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane. The plane lost contorl, crashed and burned. The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering. Contributing to the accident was the decision of both flight crews to fly in formation.",2006
2006-02-08,12:12,"Near Paris, Tennessee",TriCoastal Air,,"Dayton, Ohio -",Swearingen SA.226TC Metro II,N629EK,TC-396,1,0,1,1,0,1,0,"The pilot of the cargo flight reported he had an asymmetric fuel condition. The pilot  asked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six ""Maydays."" The airplane then descended in  a near vertical dive until it crashed into a pasture. The pilot's inflight loss of control following a reported fuel asymmetry condition for undetermined reasons.",2006
2006-03-31,17:39,"Rio Bonito, Brazil",Team Air,6865,Macaé - Rio de Janeiro,Let L410UVP-E20,PT-FSE,912532,19,17,2,19,17,2,0,"Twenty minutes after taking off from Macaé, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned.",2006
2006-04-10,10:00,"Marsabit, Kenya",Military - Kenya Air Force,,Nairobi - Eastleigh AFB,Harbin Yunshuji Y-12-II,132,0098,17,13,4,14,12,2,0,While on approach the airplane flew into the side of Mount Marsabit which was obscured by clouds.,2006
2006-04-23,04:55,"Kousséri, Cameroon",Military - Lybian Arab Air Force,,Sebha - N'Djamena,Antonov 74TK-200,UR-74038,36547097933,6,0,6,6,0,6,0,"Upon arrival of the cargo flight, the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near N'Djamena,",2006
2006-04-24,11:45,"Lashkar Gah, Afghanistan",U.S. Government (leased),,Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,ZS-PDV,3003,16,12,4,2,0,2,3,A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.,2006
2006-05-03,02:15,"Off Adler, Russia",Armavia,967,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,547,113,105,8,113,105,8,0,"The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The captain, being in a psychoemotional stress condition, made nose down control inputs due to the loss of pitch and roll awareness.This started the abnormal situation. The captain's insufficient pitch control inputs led to a failure to recover the aircraft and caused it to crash. Along with the inadequate control inputs from the captain, the contributing factors of the crash were also the lack of monitoring the aircraft's pitch attitude, altitude and vertical speed by the first officer and no proper reaction by the crew to GPWS warnings.",2006
2006-05-14,12:32,"La Ronge, Saskatchewan",Saskatchewan Government Northern Air Operations,,Training,Convair CV-580,C-GSKJ,202,3,0,3,1,0,1,0,"On a climbout after a touch-and-go landing, the aircraft veered to the left, lost altitude and crashed in a wooded area 1 nm northwest of the airport.",2006
2006-05-23,18:22,Off São Tomé Island,Air São Tomé,,Training,de Havilland Canada DHC-6 Twin Otter 300,S9-BAL,648,4,2,2,4,2,2,0,The aircraft disappeared from radar screens while on approach to São Tomé Island. The aircraft crashed in sea a  few km off shore.,2006
2006-06-03,15:00,"Yaocun, China",Military - Chinese Air Force,,,KJ-2000,,,40,35,5,40,35,5,0,"Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest, while the tail had dropped onto nearby fields. The plane crashed about 125 miles southwest of Shanghai. Caused by icing, after flying through several icy regions and the plane being overloaded..",2006
2006-06-11,18:30,"Abéché, Chad",Military - Chadian Air Force,,N'djamena - Abéché,Lockheed C-130 Hercules,TT-PAF,5141,7,0,7,5,0,5,0,"The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport. Chadian rebels however, claim to have shot it down with a surface-to-air missile. The pilot and copilot survived.",2006
2006-06-21,12:03,"Jumla, Napal",Yeti Airlines,,Surkhet - Jumla,de Havilland Canada DHC-6 Twin Otter 300,9N-AEQ,708,9,6,3,9,6,3,0,The plane crashed into a mountain on the east side of the airport after the pilot executed a go-around. The accident happened 1 kilometer from the airport.,2006
2006-07-07,15:35,"Sake, Democratic Republic Congo",Mango Airlines,,Goma - Kisangani,Antonov AN-12B,9Q-CVT,3341506,5,2,3,5,2,3,0,The cargo plane had engine failure and struck a hill as it lost altitude.,2006
2006-07-09,07:44,"Irkutsk, Russia",Sibir (S7),S7-778,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203,195,8,125,120,5,0,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time.",2006
2006-07-10,12:05,"Multan, Pakistan",Pakistan International Airlines,688,Multan - Lahore,Fokker F-27 Friendship 200,AP-BAL,10243,45,41,4,45,41,4,0,"The plane lost an engine during take off, struck power lines and crashed into a wheat field bursting into flames. Possible engine fire.",2006
2006-07-27,,Afghanistan,Afghan Army,,Khost to Kabul,Mil Mi-8,,,17,14,3,17,14,3,0,Crashed while en route,2006
2006-08-03,,"Bukavu, Democratic Republic Congo",Tracep,,Lugushwa - Bukavu,Antonov AN-28,9Q-COM,1AJ008-21,17,14,3,17,14,3,0,The aircraft was flying in low cloud and poor weather conditions as it approached the airport at Bukavu when it clipped a mountainside and plunged into the forest in flames 9 miles short of the runway.,2006
2006-08-04,09:30,"Near Pownal, Vermont",AirNow,59,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,N59BA,110-396,1,0,1,1,0,1,0,"The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility. After an aborted first try the plane circled for another attempt but struck a mountainside. The pilot's misinterpretation of the airplane's position relative to the final approach fix, which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain. Contributing to the accident were the low clouds.",2006
2006-08-13,20:15,"Near Piacenza, Italy",Air Algerie,2208,Algiers - Frankfurt,Lockheed L-100-30 Hercules,7T-VHG,4880,3,0,3,3,0,3,0,The cargo plane crashed after reporting engine problems while en route .,2006
2006-08-22,15:30,"Near Donetsk, Ukraine",Pulkovo Airlines,SP-612,Anapa - St. Petersburg,Tupolev Tu-154M,RA-85185,894,170,160,10,170,160,10,0,"The plane disappeared from radar shortly after making a distress call. A distress call was made at FL330 and again at FL100. The aircraft was reportly on fire before it crashed. The plane crashed in a field, 30 miles North of Donetsk and broke-up. Weather forecasters reported thunderstorms and lightning in the area at the time of the crash. The crew pushed the aircraft beyond its limits as they attempted to fly around a thunder storm. The crew steered the aircraft under manual control into an angle of attack that was beyond critical which resulted in  a stall and the subsequent transition into a flat spin and a collision with the ground.",2006
2006-08-27,06:07,"Lexington, Kentucky",Comair,5191,Lexington - Atlanta,Canadair CRJ-200ER,N431CA,7472,50,47,3,49,47,2,0,"The jet commuter was the third of three airplanes to take off that morning. The previous two planes took off from Runway 22 without any problems. The flightcrew was cleard to taxi to Runway 22 and subsequently cleared for takeoff. However, flight 5191 used Runway 26, which is about half the length of Runway 22. The plane accelerated to 137 knots befoe it ran off the end of the runway, ran through an airport perimeter fence and impacted trees on an adjacent horse farm and burst into flames. The takeoff sequence took about 36 seconds.  The aircraft was still on the ground as the plane ran off the runway.The plane came to rest about 1,800 feet past the runway. It was dark with light rain at the time of the accident. The copilot was at the controls but it was the captain who taxied the plane into position for take off. The copilot was the lone survivor. The flight crew's failure to use available cues and aids to identify the airplane's location on the airport surface during taxi and their failure to cross check and verify that the airplane was on the correct runway before takeoff. Contributing to this accident were the flight crew's nonpertinent conversation during taxi, which resulted in loss of positional awareness and the Federal Aviation Administration's failure to require that all runway crossings be authorized only by specific air traffic control clearances.",2006
2006-09-01,13:45,"Mahad, Iran",Iran Air Tours,,Bandar Abbas - Mashad,Tupolev Tu-154M,EP-MCF,88A788,148,137,11,29,29,0,0,The plane crashed while attempting to land. The plane's left wing may have come into contact with the ground causing the plane to skid off the runway and catch fire.,2006
2006-09-02,16:30,"Near Kandahar, Afghanistan",Military - Royal Air Force,,,British Aerospace Nimrod MR-2,XV-230,8005,14,12,2,14,12,2,0,The NATO supporting aircraft crashed 12 miles west of Kandahar after the crew reported technical problems. The accident was most likely caused by an ignited fuel leak.,2006
2006-09-11,17:30,"Vladikavkaz, Russia",Military - Russian Army,,Gizel - Khankala,Mi-8 helicopter,,,15,12,3,12,12,0,0,"Eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. A North Ossetian militant group called Kataib al-Khoul claimed responsibility for shooting down the helicopter.",2006
2006-09-17,10:15,"Vandeikya, Nigeria",Military - Nigerian Air Force,,Abuja - Obudu,Dornier 228,NAF033,8229,18,15,3,13,11,2,0,"The military plane crashed en route less than 20 minutes from the end of a one-hour flight, 18 nm from its destination. Ten top ranking military officials were killed in the crash. The weather was poor at the time of the accident.",2006
2006-09-29,15:59,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,1907,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,PR-GTD / N600XL,34653/2039 /14500965,161,153,8,154,148,6,0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members on the Embraer were not injured. All 154 on board the 737 were killed. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air traffic control to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off.",2006
2006-10-10,07:35,"Stord, Norway",Atlantic Airways,670,Stavanger - Stord,BAe 146-200,OY-CRG,2075/75,16,12,4,4,3,1,0,"While attempting to land, the charter plane skidded off the end of the runway, slid down an embankment and caught fire. One survivor was seriously hurt, eleven others were not seriously injured. Burning fuel in the cabin was the main reason three passengers and one crew member died and six others were badly injured. All six spoilers failed while landing. Even with the failed spoilers, a damp runway and a slight tailwind, there should have been sufficient room to stop. However, when the pilots realized the spoilers had failed, one of them selected emergency braking not realizing that this deactivated the antilock braking system.",2006
2006-10-19,07:30,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,,Training/Aranchi,Antonov An-2,UK-70152,1G137-26 ,15,13,2,15,13,2,0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport.",2006
2006-10-29,11:30,"Near Abuja, Nigeria",ADC Airlines,053,Lagos - Abuja - Sokoto,Boeing 737-2B7,5N-BFK,22891/998,105,100,5,96,92,4,0,The jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from Abuja. The pilot did not heed air traffic controllers' advice to not depart in stormy weather. The pilots’ incorrect actions stalled the plane.,2006
2006-11-17,08:07,"Puncak Jaya, Indonesia",Trigana Air Service,,Mulia - Ilaga,de Havilland Canada DHC-6 Twin Otter 300,PK-YPY,535,12,9,3,12,9,3,0,The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua.,2006
2006-11-18,21:00,"Near Leticia, Colombia",Aerosucre Colombia,,Bogota - Leticia,Boeing 727-23F,HK-3667X,19430/366,5,2,3,5,2,3,0,The cargo plane was on final approach when it hit a antenna tower and crashed. Fog and poor visibility prevailed at the time of the accident.,2006
2006-11-27,07:20,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Shiraz,Antonov 74T-200,15-2255,470991045/2010,38,32,6,38,32,6,0,"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital.",2006
2006-12-10,02:00,"Cajon Pass, California",Air ambulance - Mercy Air Services,,Loma Linda - Victorville,Bell 412,N410MA,33125,3,0,3,3,0,3,0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain.",2006
2007-01-01,14:07,"Off Parepare, Indonesia",Adam Air,574,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,PK-KKW,24070,102,96,6,102,96,6,0,"While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds. Wreckage was found 5 miles south of Parepare. The accident was caused by the autopilot being accidentally disconnected. The two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. Without the autopilot, the plane went out of control, listing to the right and pitching down. The IRS navigation system was repeatedly reported malfunctioning but was never repaired. This is what initially distracted the crew.",2007
2007-01-09,,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,ER-26068,11308,35,30,5,34,29,5,0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers.",2007
2007-01-20,,"Near Baghdad, Iraq",Military - US Army,,,Sikorsky UH-60L Black Hawk,,,12,10,4,12,10,4,0,The helicopter crashed northeast of Baghdad. Shot down by a combination of several heavy machine guns and a shoulder-fired missile,2007
2007-01-25,11:15,"Pau, France",Regional Compagnie Aerienne Europeenne,7775,Pau - Paris,Fokker 100,F-GMPG ,11362,54,50,4,0,0,0,1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field.",2007
2007-03-07,07:14,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,200,Jakarta - Yogyakarta,Boeing B-737-497,PK-GZC,25664/2393,140,133,7,22,21,1,0,"While attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. The cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. An investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land. The captain ignored the plane’s automated warning system as it sounded alarms fifteen times. He also ignored calls from the co-pilot to go around and make another approach.",2007
2007-03-08,15:00,"Princeville, Hawaii",Heli-USA Airways,,Sightseeing,Aerospatiale AS350BA Rotocraft,N354NT,1168,7,6,1,4,3,1,0,"The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics. The helicopter hit the ground about 200 yards from it's normal landing pad. The failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. Contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with Federal regulations.",2007
2007-03-11,23:20,"Hanea, Kauai, Hawaii",Inter-Island,,,Mc Donnell Douglas 369FF Rotocraft,N911VC,0049FF,5,4,1,1,1,0,0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field. The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation.",2007
2007-03-14,,"Fazenda Nossa Senhora de Lourdes, Brazil",Bahia Taxi Aéreo 	 Bahia Taxi Aéreo 	 Bahia Taxi Aéreo,,Petrolina - Salvador,Rockwell 500S Shrike Commander,PP-SEC,3094	3094,4,2,2,4,2,2,0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field.",2007
2007-03-17,11:40,"Samara, Russia",UTAir Airlines,UT-471,Surgut - Samara,Tuolev 134AK,RA-65021,48390,57,50,7,6,6,0,0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The accident can be blamed on both the controller, who did not inform the pilot about the reduced visibility in time due to organizational problems, and on the pilot, who did not give the dispatcher the correct information about his landing trajectory and, consequently, did not decide to stop the landing procedure and try to take another approach at the time he should have done so.",2007
2007-03-23,17:00,"Mogadishu, Somalia",Transaviaexport Airlines,,Mogadishu - Djibouti,Ilushin Il-76TD,EW-78849 ,1013405192,11,5,6,11,5,6,0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu.",2007
2007-04-25,14:05,"Near Kopinang, Guyana",Air Services,,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,8R-GET,484,5,4,1,3,2,1,0,The plane landed at Kato and could not take off because of bad weather. Twenty minutes after eventually taking off the plane crashed into mountains while en route. A mother and her five-year-old son walked for about 16 hours through Guyana's jungle to safety after surviving the crash.,2007
2007-04-27,11:34,"Shatoi, Chechnya",Military - Russian,,,Mi 8,,,18,15,3,18,15,3,0,The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. Conflicting reports say the helicopter may have been shot down by Chechnyan rebels.,2007
2007-05-05,00:08,"Near Dizangue, Cameroon",Kenya Airways,507,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,5Y-KYA,35071/2079,114,105,9,114,105,9,0,"The plane crashed in a dense, swampy forested area, 5 km from Douala Airport, moments after taking off in stormy weather. The plane was just six months old.  After take off, the plane was banking right and the pilot did not notice the inclination, but when he did, he banked the craft further right. The pilot released the flight controls for nearly one minute without engaging the auto pilot, which could have corrected the banking angle, then at 34 degrees. However, his intervention worsened the tilt. The captain grabed the controls, appeared confused about the attitude of the airplane and made corrections in an erratic manner increasing the banking angle to 50 degrees. When the bank angle increased to 70 degrees, the captain stated ""we are crashing."" The first officer told him to level the aircraft, but quickly corrected himself and said ""left, left, left captain. The aircraft  then plunged nose down into a mangrove swamp.",2007
2007-05-06,09:10,"Near El-Thamad, Egypt",Military - French Air Force,,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,742/CB,742,9,5,4,9,5,4,0,"Collided with a truck while attempting to make an emergency landing on a road. French soldiers aboard were with  the Sinai's peacekeeping force, the Multinational Force & Observers.",2007
2007-05-17,11:00,"Walikale Airstrip, Congo",Safe Air Complany,,Walikale - Goma,Let 410UVP,TN-AHE,851335,3,1,2,3,1,2,0,An engine on the cargo plane caught fire shortly after taking off. An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.,2007
2007-05-24,17:45,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,483,20,17,3,13,10,3,0,Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.,2007
2007-06-03,20:30,"Freetown, Sierra Leone",Paramount Airlilnes,,Shuttle,Mi-8,,,22,20,2,21,20,1,0,The helicopter crashed and burned on the airport runway while attempting to land. It was shuttling passengers between Sierra Leone's coastal capital of Freetown and Lungi Airport.,2007
2007-06-04,16:04,"Near Milwaukee, Wisconson",University of Michigan Health System,,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,N550BP,550-0246,6,4,2,6,4,2,0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident. The pilot's mismanagement of an abnormal flight control situation through improper actions including lack of crew coordination and failing to control airspeed and to prioritize control of the airplane. The event was controllable if the captain had not allowed the airspeed and resulting control forces to increase while he tried to troubleshoot the problem. By allowing their airplane's speed to increase while engaging in poorly coordinated troubleshooting efforts, the pilots allowed and abnormal situation to escalate to an emergency.",2007
2007-06-13,,"Selenge province, Mongolia",Mongolian Defense Ministry,,,Mi-8,,,22,19,3,15,12,3,0,"While en route to a forest fire, the helicopter crashed into dense forest on a mountain at an altitude of 6,100 feet.",2007
2007-06-21,,"Near Kamina, Congo",Karibu Airways,,Kamina - Lubumbashi,Let 410UVP,9Q-CEU,841217,25,22,3,1,1,0,0,The plane crashed shortly after taking off into a swamp coming to rest upside down. A parliment member of the Democratic Republic of Congo was killed.,2007
2007-06-25,10:40,"Near Sihanoukville, Cambodia",PMT Air,241,Siem Reap - Sihanoukville,Antonov AN-24V,XU-U4A,99901908,22,16,6,22,16,6,0,"The aircraft crashed into Phnom Damrey Mountain at an elevation of 1,640 feet, about 5 minutes from its destination of Sihanoukville.",2007
2007-06-28,13:40,"M'Banza Congo, Angola",TAAG Angola Airlines,,Luanda - M'Banza,Boeing 737-2M2,D2-TBP,23220/1084,78,69,9,5,4,1,0,"The crew undershot the runway and blew two tires on landing, causing the landing gear to collapse and one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building.",2007
2007-07-05,09:30,"Culiacan, Mexico",Jett Paqueteria SA,,,North American CT-39A Sabreline,XA-TFL,265-48,3,0,3,3,0,3,6,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building.",2007
2007-07-08,13:00,"Muncho Lake, British Columbia, Canada",Liard Air,,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,C-FAWC,108,5,3,2,1,1,0,0,The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake. One passenger was killed.,2007
2007-07-17,18:52,"Sao Paulo, Brazil",TAM (Brazil),3054,Porto Alegre - Sao Paulo,Airbus A-320-233,PR-MBK,789,187,181,6,187,181,6,12,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames.  The right engine had a malfunctioning reverser. In this situation, the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse, as if he had no problem with the reversers. The former procedure, which was changed by Airbus, was to take both throttles to idle, and then advance just the throttle corresponding to the engine with the operating reverser. It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle, leaving one engine reversed and the other thrusting forward. The downside to this change was it would lengthen the stopping distance. The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong. A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet.",2007
2007-07-23,13:00,"Near Shinile, Ethiopia",Djibouti Airlines,,Dire Dawa - Djibouti,Antonov AN-26V,EX-030,7306103,9,3,6,1,1,0,0,The cargo plane crashed shortly after taking off after an engine failed. The pilot was trying to return for an emergency landing.,2007
2007-07-24,14:05,"Rudyerd Bay, Alaska",Taquan Air Service,,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,5,4,1,5,4,1,0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator.",2007
2007-07-29,04:17,"Moscow, Russia",Atran,9655,Sightseeing,Antonov AN-12BP,RA-93912,4341709,9,0,9,9,0,9,0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.",2007
2007-08-09,12:00,"Off Moorea, French Polynesia",Air Moorea,1121,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,F-OIQ,608,20,19,1,20,19,1,0,Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway. Loss of pitch control of the aircraft following a break in an elevator cable.,2007
2007-08-16,23:16,"Near Ketchikan, Alaska",SeaWind Aviation,,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,1306,10,9,1,6,6,0,0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground.",2007
2007-08-20,10:33,"Okinawa, Japan",China Airlines,120,Taipei - Naha,Boeing 737-809,B-18616,30175/1182,165,157,8,0,0,0,0,"After a normal landing, the slats were retracted,and the mechanism came to rest as usual against the fuel tank.  On the right wing, a stop bolt that had come loose was pushed into the tank, breaching it.  The leaking fuel blew away during taxi, but once the plane stopped at the terminal, it spilled straight down and ignited from the engine's hot tailpipe. Everyone was able to evacuate but the plane was destroyed.  Boeing, aware of this failure mode due to past incidents, had ordered the nut at the end of the stop bolt to be glued on but to do this, the maintenance technician had to work awkwardly by feel and had inadvertently lost the associated washer that actually retained the bolt in place.",2007
2007-08-22,00:36,"Near Curitiba, Brazil",Two Taxi Aero,,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,PT-SDB,110323,2,0,2,2,0,2,0,Crashed shortly after taking off from Curitiba,2007
2007-08-22,,"Near Kirkuk, Iraq",Military - U.S. Army,,Transporting troops,UH-60 Blackhawk helilcopter,,,14,12,2,14,12,2,0,Crashed most likely due to a mechanical problem while traveling with a second helicopter.,2007
2007-08-26,16:00,"Kongolo, Democratic Republic Congo",Great Lakes Business Complany,,Kongolo - Goma,Antonov AN-32,9Q-CAC,14-07,15,12,3,14,11,3,0,"The cargo plane, carrying tin ore, lost one of it's two engines eleven minutes after taking off and tried to return to the airport. Due to strong back winds and a fully loaded plane, the aircraft clipped tree tops and crashed and burned 3 km short of the runway. The plane was overloaded by 3 tons.",2007
2007-09-07,,"Goma, Democratic Republic Congo",Galaxy Kavatsi Airlines,,Kisangi - Goma - Bukavu,Antonov AN-12BP,4L-SAS,3341108,8,6,2,8,6,2,0,"The cargo plane, carrying palm oil, overshot the runway, crashed into a petrified lava flow and caught fire.",2007
